flight_id,scheduled_time,pax_count,delay_min,checkin_desks
EK607,2026-05-15 18:45:00,335,0,4
FR608,2026-05-15 18:15:00,313,5,3
LH609,2026-05-15 19:00:00,324,0,4
QR610,2026-05-15 19:45:00,228,0,2
TK611,2026-05-15 20:00:00,230,0,2
EK612,2026-05-15 20:15:00,228,0,2
TK613,2026-05-15 21:30:00,205,0,2
QR614,2026-05-15 21:00:00,135,0,2
DL615,2026-05-15 22:00:00,164,0,2
DL616,2026-05-16 05:30:00,141,0,2
QR617,2026-05-16 05:30:00,207,0,2
LH618,2026-05-16 06:00:00,229,0,2
TK619,2026-05-16 06:30:00,264,10,3
UA620,2026-05-16 06:00:00,235,0,2
AF621,2026-05-16 07:45:00,332,0,4
AF622,2026-05-16 07:00:00,368,0,4
UA623,2026-05-16 07:15:00,336,0,4
UA624,2026-05-16 07:15:00,430,0,5
AF625,2026-05-16 08:45:00,404,0,5
FR626,2026-05-16 08:45:00,327,0,4
TK627,2026-05-16 08:30:00,202,5,2
LH628,2026-05-16 09:00:00,187,0,2
AF629,2026-05-16 09:15:00,166,0,2
QR630,2026-05-16 10:45:00,187,0,2
UA631,2026-05-16 10:45:00,178,5,2
AA632,2026-05-16 11:00:00,159,0,2
LH633,2026-05-16 11:15:00,175,0,2
DL634,2026-05-16 12:30:00,228,0,2
FR635,2026-05-16 12:00:00,229,0,2
LH636,2026-05-16 13:45:00,182,5,2
EK637,2026-05-16 13:00:00,196,5,2
UA638,2026-05-16 14:15:00,198,0,2
UA639,2026-05-16 14:30:00,221,0,2
AA640,2026-05-16 15:30:00,267,0,3
BA641,2026-05-16 15:30:00,205,15,2
DL642,2026-05-16 16:45:00,297,30,3
TK643,2026-05-16 16:45:00,230,5,2
BA644,2026-05-16 17:45:00,432,0,5
AF645,2026-05-16 17:00:00,374,0,4
BA646,2026-05-16 17:15:00,394,0,4
LH647,2026-05-16 18:00:00,376,0,4
DL648,2026-05-16 18:15:00,356,0,4
AF649,2026-05-16 18:00:00,346,0,4
QR650,2026-05-16 19:15:00,287,5,3
QR651,2026-05-16 19:30:00,320,0,4
FR652,2026-05-16 20:00:00,228,10,2
AA653,2026-05-16 20:45:00,235,10,2
DL654,2026-05-16 21:00:00,190,15,2
TK655,2026-05-16 21:30:00,153,0,2
DL656,2026-05-16 22:45:00,159,5,2
UA657,2026-05-17 05:00:00,122,0,2
TK658,2026-05-17 05:30:00,169,0,2
EK659,2026-05-17 06:15:00,254,0,3
LH660,2026-05-17 06:30:00,236,0,2
BA661,2026-05-17 06:15:00,207,0,2
LH662,2026-05-17 07:30:00,297,0,3
QR663,2026-05-17 07:15:00,360,0,4
DL664,2026-05-17 07:30:00,259,15,3
UA665,2026-05-17 07:00:00,383,0,4
BA666,2026-05-17 08:45:00,354,0,4
LH667,2026-05-17 08:45:00,296,0,3
FR668,2026-05-17 08:00:00,178,5,2
DL669,2026-05-17 09:15:00,171,10,2
QR670,2026-05-17 09:15:00,193,5,2
QR671,2026-05-17 10:45:00,127,30,2
DL672,2026-05-17 10:30:00,143,0,2
BA673,2026-05-17 11:30:00,158,0,2
QR674,2026-05-17 11:00:00,135,0,2
BA675,2026-05-17 12:45:00,187,0,2
QR676,2026-05-17 12:30:00,163,5,2
UA677,2026-05-17 13:45:00,149,15,2
EK678,2026-05-17 13:00:00,158,0,2
AA679,2026-05-17 14:30:00,202,0,2
UA680,2026-05-17 14:45:00,163,0,2
LH681,2026-05-17 15:00:00,208,0,2
QR682,2026-05-17 15:00:00,207,0,2
UA683,2026-05-17 16:00:00,207,10,2
TK684,2026-05-17 16:45:00,261,0,3
QR685,2026-05-17 17:30:00,291,15,3
EK686,2026-05-17 17:30:00,347,0,4
DL687,2026-05-17 17:00:00,370,0,4
LH688,2026-05-17 18:45:00,399,0,4
UA689,2026-05-17 18:15:00,374,30,4
AA690,2026-05-17 18:45:00,331,5,4
QR691,2026-05-17 19:45:00,299,0,3
FR692,2026-05-17 19:15:00,242,0,3
AA693,2026-05-17 20:30:00,194,0,2
EK694,2026-05-17 20:00:00,185,0,2
EK695,2026-05-17 21:15:00,178,0,2
AA696,2026-05-17 21:00:00,150,0,2
AA697,2026-05-17 22:15:00,151,10,2
FR698,2026-05-18 05:15:00,130,0,2
EK699,2026-05-18 05:30:00,132,0,2
BA700,2026-05-18 06:00:00,205,10,2
TK701,2026-05-18 06:30:00,269,0,3
AA702,2026-05-18 06:00:00,208,0,2
EK703,2026-05-18 07:45:00,257,0,3
AA704,2026-05-18 07:00:00,327,0,4
BA705,2026-05-18 07:00:00,304,20,3
TK706,2026-05-18 07:45:00,365,0,4
UA707,2026-05-18 08:00:00,362,0,4
UA708,2026-05-18 08:45:00,307,0,3
LH709,2026-05-18 08:00:00,175,0,2
QR710,2026-05-18 09:00:00,153,0,2
FR711,2026-05-18 09:30:00,160,0,2
UA712,2026-05-18 10:15:00,159,0,2
DL713,2026-05-18 10:30:00,148,0,2
AF714,2026-05-18 11:45:00,160,5,2
AA715,2026-05-18 11:30:00,150,0,2
AA716,2026-05-18 12:00:00,171,0,2
BA717,2026-05-18 12:30:00,174,0,2
TK718,2026-05-18 13:15:00,167,0,2
AF719,2026-05-18 13:45:00,166,10,2
TK720,2026-05-18 14:30:00,183,0,2
UA721,2026-05-18 14:00:00,170,5,2
QR722,2026-05-18 15:45:00,217,10,2
FR723,2026-05-18 15:30:00,169,15,2
AA724,2026-05-18 16:30:00,238,5,2
BA725,2026-05-18 16:45:00,211,0,2
AA726,2026-05-18 17:30:00,284,15,3
UA727,2026-05-18 17:30:00,266,0,3
AA728,2026-05-18 17:45:00,290,0,3
UA729,2026-05-18 18:00:00,382,0,4
AA730,2026-05-18 18:45:00,302,45,3
BA731,2026-05-18 18:30:00,325,0,4
LH732,2026-05-18 19:15:00,236,0,2
FR733,2026-05-18 19:15:00,208,0,2
BA734,2026-05-18 20:30:00,179,5,2
BA735,2026-05-18 20:15:00,166,10,2
AF736,2026-05-18 21:15:00,158,0,2
LH737,2026-05-18 21:45:00,164,0,2
LH738,2026-05-18 22:00:00,127,0,2
UA739,2026-05-19 05:00:00,102,0,2
DL740,2026-05-19 05:00:00,143,10,2
DL741,2026-05-19 06:30:00,178,0,2
BA742,2026-05-19 06:15:00,181,0,2
AA743,2026-05-19 06:45:00,187,0,2
UA744,2026-05-19 07:45:00,233,45,2
DL745,2026-05-19 07:30:00,242,5,3
EK746,2026-05-19 07:45:00,232,0,2
EK747,2026-05-19 07:15:00,281,5,3
AF748,2026-05-19 08:45:00,336,5,4
UA749,2026-05-19 08:30:00,245,0,3
AF750,2026-05-19 08:30:00,163,0,2
BA751,2026-05-19 09:00:00,163,0,2
FR752,2026-05-19 09:00:00,150,0,2
FR753,2026-05-19 10:45:00,140,20,2
AF754,2026-05-19 10:45:00,100,5,2
AA755,2026-05-19 11:30:00,125,0,2
QR756,2026-05-19 11:15:00,138,0,2
UA757,2026-05-19 12:30:00,155,10,2
LH758,2026-05-19 12:45:00,161,5,2
QR759,2026-05-19 13:30:00,161,0,2
AA760,2026-05-19 13:45:00,152,0,2
AF761,2026-05-19 14:00:00,180,0,2
TK762,2026-05-19 14:30:00,154,0,2
AF763,2026-05-19 15:45:00,184,20,2
BA764,2026-05-19 15:30:00,184,0,2
DL765,2026-05-19 16:45:00,218,0,2
DL766,2026-05-19 16:45:00,191,5,2
EK767,2026-05-19 17:30:00,250,45,3
LH768,2026-05-19 17:30:00,218,0,2
EK769,2026-05-19 17:00:00,306,0,3
AA770,2026-05-19 18:45:00,338,0,4
TK771,2026-05-19 18:45:00,302,0,3
LH772,2026-05-19 18:00:00,283,0,3
EK773,2026-05-19 19:15:00,203,0,2
UA774,2026-05-19 19:30:00,217,0,2
UA775,2026-05-19 20:00:00,205,0,2
AF776,2026-05-19 20:45:00,142,10,2
EK777,2026-05-19 21:45:00,127,5,2
DL778,2026-05-19 21:30:00,112,10,2
TK779,2026-05-19 22:45:00,106,0,2
TK780,2026-05-20 05:30:00,92,0,2
BA781,2026-05-20 05:00:00,127,0,2
AF782,2026-05-20 06:30:00,172,0,2
FR783,2026-05-20 06:30:00,221,0,2
LH784,2026-05-20 06:15:00,177,0,2
LH785,2026-05-20 07:45:00,217,0,2
LH786,2026-05-20 07:00:00,274,0,3
TK787,2026-05-20 07:00:00,263,5,3
UA788,2026-05-20 07:30:00,252,0,3
QR789,2026-05-20 08:30:00,249,5,3
UA790,2026-05-20 08:30:00,236,5,2
EK791,2026-05-20 08:45:00,166,15,2
QR792,2026-05-20 09:15:00,142,0,2
AA793,2026-05-20 09:45:00,127,0,2
LH794,2026-05-20 10:30:00,108,10,2
DL795,2026-05-20 10:45:00,121,20,2
DL796,2026-05-20 11:00:00,121,20,2
AA797,2026-05-20 11:00:00,107,0,2
FR798,2026-05-20 12:45:00,149,5,2
BA799,2026-05-20 12:30:00,125,5,2
LH800,2026-05-20 13:00:00,126,0,2
LH801,2026-05-20 13:30:00,147,0,2
AA802,2026-05-20 14:30:00,159,45,2
QR803,2026-05-20 14:00:00,148,0,2
DL804,2026-05-20 15:30:00,159,0,2
UA805,2026-05-20 15:45:00,134,10,2
QR806,2026-05-20 16:00:00,207,10,2
AF807,2026-05-20 16:00:00,199,5,2
UA808,2026-05-20 17:00:00,284,5,3
UA809,2026-05-20 17:00:00,216,0,2
BA810,2026-05-20 17:30:00,263,0,3
LH811,2026-05-20 18:45:00,315,0,3
QR812,2026-05-20 18:00:00,252,0,3
BA813,2026-05-20 18:00:00,222,0,2
EK814,2026-05-20 19:15:00,192,0,2
FR815,2026-05-20 19:15:00,169,0,2
AA816,2026-05-20 20:30:00,170,0,2
QR817,2026-05-20 20:45:00,157,0,2
AA818,2026-05-20 21:45:00,116,0,2
AA819,2026-05-20 21:45:00,115,0,2
AF820,2026-05-20 22:45:00,96,10,2
QR821,2026-05-21 05:00:00,104,0,2
BA822,2026-05-21 05:15:00,126,0,2
LH823,2026-05-21 06:00:00,216,0,2
BA824,2026-05-21 06:00:00,211,0,2
DL825,2026-05-21 06:45:00,182,15,2
TK826,2026-05-21 07:00:00,243,10,3
LH827,2026-05-21 07:00:00,262,0,3
UA828,2026-05-21 07:45:00,226,0,2
TK829,2026-05-21 07:15:00,298,5,3
QR830,2026-05-21 08:45:00,277,20,3
UA831,2026-05-21 08:30:00,314,45,3
QR832,2026-05-21 08:30:00,204,0,2
FR833,2026-05-21 09:00:00,146,0,2
DL834,2026-05-21 09:00:00,155,5,2
LH835,2026-05-21 10:30:00,148,0,2
AA836,2026-05-21 10:30:00,107,0,2
AF837,2026-05-21 11:00:00,158,0,2
UA838,2026-05-21 11:45:00,136,0,2
LH839,2026-05-21 12:15:00,143,0,2
UA840,2026-05-21 12:00:00,152,0,2
FR841,2026-05-21 13:15:00,151,0,2
AF842,2026-05-21 13:00:00,165,0,2
DL843,2026-05-21 14:15:00,167,0,2
AA844,2026-05-21 14:15:00,183,0,2
AF845,2026-05-21 15:00:00,205,5,2
EK846,2026-05-21 15:00:00,159,20,2
BA847,2026-05-21 16:45:00,238,0,2
AF848,2026-05-21 16:00:00,225,0,2
DL849,2026-05-21 17:15:00,247,0,3
BA850,2026-05-21 17:00:00,303,20,3
FR851,2026-05-21 17:45:00,354,5,4
AA852,2026-05-21 18:45:00,357,0,4
EK853,2026-05-21 18:30:00,314,0,3
QR854,2026-05-21 18:15:00,302,0,3
FR855,2026-05-21 19:00:00,213,0,2
EK856,2026-05-21 19:30:00,228,0,2
AF857,2026-05-21 20:15:00,190,10,2
FR858,2026-05-21 20:00:00,157,0,2
UA859,2026-05-21 21:45:00,140,0,2
TK860,2026-05-21 21:30:00,129,0,2
DL861,2026-05-21 22:00:00,124,0,2
AA862,2026-05-22 05:30:00,163,0,2
BA863,2026-05-22 05:15:00,192,0,2
AA864,2026-05-22 06:30:00,233,10,2
TK865,2026-05-22 06:15:00,293,30,3
BA866,2026-05-22 06:15:00,238,5,2
EK867,2026-05-22 07:15:00,327,0,4
EK868,2026-05-22 07:00:00,308,0,3
DL869,2026-05-22 07:30:00,305,0,3
TK870,2026-05-22 07:30:00,321,0,4
LH871,2026-05-22 08:30:00,423,0,5
LH872,2026-05-22 08:30:00,345,0,4
DL873,2026-05-22 08:00:00,221,0,2
QR874,2026-05-22 09:45:00,212,0,2
BA875,2026-05-22 09:30:00,156,20,2
EK876,2026-05-22 10:00:00,151,10,2
EK877,2026-05-22 10:30:00,136,0,2
QR878,2026-05-22 11:45:00,175,0,2
TK879,2026-05-22 11:00:00,163,0,2
QR880,2026-05-22 12:00:00,165,0,2
AF881,2026-05-22 12:00:00,191,0,2
TK882,2026-05-22 13:00:00,192,0,2
DL883,2026-05-22 13:15:00,148,0,2
AF884,2026-05-22 14:15:00,218,30,2
BA885,2026-05-22 14:30:00,207,5,2
BA886,2026-05-22 15:00:00,210,0,2
QR887,2026-05-22 15:00:00,194,0,2
LH888,2026-05-22 16:15:00,239,45,2
AF889,2026-05-22 16:30:00,219,5,2
TK890,2026-05-22 17:00:00,311,0,3
UA891,2026-05-22 17:30:00,348,0,4
FR892,2026-05-22 17:30:00,373,0,4
LH893,2026-05-22 18:15:00,368,0,4
AF894,2026-05-22 18:30:00,383,5,4
LH895,2026-05-22 18:00:00,337,0,4
EK896,2026-05-22 19:00:00,338,10,4
AA897,2026-05-22 19:30:00,280,0,3
QR898,2026-05-22 20:30:00,241,5,3
QR899,2026-05-22 20:00:00,175,0,2
BA900,2026-05-22 21:00:00,164,0,2
TK901,2026-05-22 21:30:00,138,5,2
LH902,2026-05-22 22:45:00,143,0,2
AA903,2026-05-23 05:45:00,150,15,2
FR904,2026-05-23 05:30:00,197,0,2
LH905,2026-05-23 06:00:00,296,0,3
QR906,2026-05-23 06:45:00,303,10,3
AA907,2026-05-23 06:00:00,266,0,3
DL908,2026-05-23 07:00:00,332,10,4
FR909,2026-05-23 07:30:00,352,0,4
TK910,2026-05-23 07:00:00,303,0,3
BA911,2026-05-23 07:15:00,433,0,5
DL912,2026-05-23 08:45:00,384,0,4
UA913,2026-05-23 08:15:00,414,15,5
AA914,2026-05-23 08:45:00,246,0,3
AA915,2026-05-23 09:45:00,194,0,2
BA916,2026-05-23 09:15:00,185,5,2
UA917,2026-05-23 10:15:00,156,0,2
UA918,2026-05-23 10:45:00,148,0,2
LH919,2026-05-23 11:15:00,175,20,2
TK920,2026-05-23 11:15:00,187,0,2
LH921,2026-05-23 12:30:00,225,0,2
QR922,2026-05-23 12:00:00,190,20,2
FR923,2026-05-23 13:00:00,166,0,2
QR924,2026-05-23 13:00:00,166,0,2
AA925,2026-05-23 14:00:00,200,0,2
DL926,2026-05-23 14:30:00,215,0,2
UA927,2026-05-23 15:15:00,235,5,2
FR928,2026-05-23 15:45:00,230,0,2
AF929,2026-05-23 16:30:00,280,0,3
DL930,2026-05-23 16:45:00,244,0,3
BA931,2026-05-23 17:45:00,330,0,4
FR932,2026-05-23 17:15:00,372,0,4
QR933,2026-05-23 17:00:00,427,0,5
LH934,2026-05-23 18:30:00,399,0,4
BA935,2026-05-23 18:00:00,345,0,4
BA936,2026-05-23 18:30:00,332,20,4
QR937,2026-05-23 19:30:00,351,0,4
LH938,2026-05-23 19:00:00,278,0,3
AA939,2026-05-23 20:30:00,228,0,2
FR940,2026-05-23 20:15:00,214,10,2
AA941,2026-05-23 21:45:00,205,30,2
DL942,2026-05-23 21:15:00,144,0,2
LH943,2026-05-23 22:45:00,167,15,2
DL944,2026-05-24 05:00:00,138,0,2
QR945,2026-05-24 05:45:00,147,0,2
TK946,2026-05-24 06:15:00,243,0,3
LH947,2026-05-24 06:00:00,277,0,3
BA948,2026-05-24 06:30:00,177,0,2
UA949,2026-05-24 07:30:00,255,0,3
UA950,2026-05-24 07:30:00,294,0,3
AF951,2026-05-24 07:15:00,339,10,4
EK952,2026-05-24 07:30:00,378,20,4
TK953,2026-05-24 08:15:00,356,0,4
FR954,2026-05-24 08:45:00,382,0,4
QR955,2026-05-24 08:00:00,233,0,2
AF956,2026-05-24 09:30:00,171,0,2
BA957,2026-05-24 09:00:00,181,5,2
AF958,2026-05-24 10:15:00,155,0,2
BA959,2026-05-24 10:15:00,137,0,2
AF960,2026-05-24 11:30:00,139,10,2
LH961,2026-05-24 11:45:00,152,0,2
AF962,2026-05-24 12:15:00,184,0,2
TK963,2026-05-24 12:45:00,201,0,2
AA964,2026-05-24 13:30:00,167,0,2
BA965,2026-05-24 13:15:00,149,0,2
TK966,2026-05-24 14:00:00,177,0,2
DL967,2026-05-24 14:30:00,207,0,2
EK968,2026-05-24 15:45:00,193,0,2
FR969,2026-05-24 15:15:00,203,0,2
TK970,2026-05-24 16:45:00,268,10,3
AA971,2026-05-24 16:45:00,249,0,3
AA972,2026-05-24 17:15:00,310,0,3
DL973,2026-05-24 17:00:00,348,0,4
FR974,2026-05-24 17:30:00,323,10,4
DL975,2026-05-24 18:30:00,417,10,5
BA976,2026-05-24 18:15:00,338,0,4
TK977,2026-05-24 18:30:00,291,0,3
UA978,2026-05-24 19:00:00,258,0,3
AF979,2026-05-24 19:00:00,270,0,3
FR980,2026-05-24 20:15:00,191,0,2
DL981,2026-05-24 20:30:00,180,0,2
TK982,2026-05-24 21:45:00,152,0,2
AF983,2026-05-24 21:30:00,138,0,2
QR984,2026-05-24 22:30:00,148,0,2
DL985,2026-05-25 05:30:00,142,15,2
UA986,2026-05-25 05:15:00,149,5,2
UA987,2026-05-25 06:15:00,214,15,2
AA988,2026-05-25 06:00:00,244,0,3
EK989,2026-05-25 06:00:00,175,0,2
FR990,2026-05-25 07:15:00,264,0,3
TK991,2026-05-25 07:00:00,324,5,4
QR992,2026-05-25 07:00:00,309,0,3
BA993,2026-05-25 07:30:00,327,0,4
QR994,2026-05-25 08:30:00,371,0,4
AA995,2026-05-25 08:15:00,340,0,4
DL996,2026-05-25 08:00:00,217,10,2
DL997,2026-05-25 09:45:00,167,5,2
DL998,2026-05-25 09:30:00,182,15,2
EK999,2026-05-25 10:30:00,124,0,2
EK1000,2026-05-25 10:15:00,147,0,2
EK1001,2026-05-25 11:15:00,153,0,2
AA1002,2026-05-25 11:45:00,164,0,2
AF1003,2026-05-25 12:00:00,173,0,2
FR1004,2026-05-25 12:30:00,156,20,2
EK1005,2026-05-25 13:00:00,162,0,2
LH1006,2026-05-25 13:30:00,169,0,2
UA1007,2026-05-25 14:30:00,195,5,2
UA1008,2026-05-25 14:15:00,200,0,2
LH1009,2026-05-25 15:00:00,174,0,2
TK1010,2026-05-25 15:45:00,188,0,2
BA1011,2026-05-25 16:45:00,232,0,2
TK1012,2026-05-25 16:30:00,227,5,2
FR1013,2026-05-25 17:45:00,289,15,3
BA1014,2026-05-25 17:00:00,275,0,3
BA1015,2026-05-25 17:45:00,369,10,4
AF1016,2026-05-25 18:15:00,391,0,4
EK1017,2026-05-25 18:45:00,300,0,3
FR1018,2026-05-25 18:00:00,281,0,3
FR1019,2026-05-25 19:45:00,295,0,3
TK1020,2026-05-25 19:15:00,215,0,2
AF1021,2026-05-25 20:15:00,237,0,2
AA1022,2026-05-25 20:00:00,173,20,2
FR1023,2026-05-25 21:15:00,153,0,2
AF1024,2026-05-25 21:15:00,130,0,2
LH1025,2026-05-25 22:15:00,138,10,2
LH1026,2026-05-26 05:45:00,122,0,2
EK1027,2026-05-26 05:15:00,140,0,2
BA1028,2026-05-26 06:00:00,187,0,2
EK1029,2026-05-26 06:45:00,192,0,2
EK1030,2026-05-26 06:15:00,179,0,2
TK1031,2026-05-26 07:15:00,254,0,3
EK1032,2026-05-26 07:45:00,279,0,3
AF1033,2026-05-26 07:30:00,270,5,3
FR1034,2026-05-26 07:45:00,312,15,3
AA1035,2026-05-26 08:30:00,349,0,4
DL1036,2026-05-26 08:30:00,236,0,2
BA1037,2026-05-26 08:15:00,174,0,2
EK1038,2026-05-26 09:30:00,129,0,2
TK1039,2026-05-26 09:15:00,151,0,2
DL1040,2026-05-26 10:30:00,123,0,2
DL1041,2026-05-26 10:45:00,111,0,2
DL1042,2026-05-26 11:00:00,115,0,2
QR1043,2026-05-26 11:30:00,135,0,2
UA1044,2026-05-26 12:45:00,155,10,2
BA1045,2026-05-26 12:30:00,152,0,2
AF1046,2026-05-26 13:30:00,140,0,2
UA1047,2026-05-26 13:00:00,136,20,2
TK1048,2026-05-26 14:30:00,170,0,2
QR1049,2026-05-26 14:30:00,141,0,2
FR1050,2026-05-26 15:30:00,181,0,2
LH1051,2026-05-26 15:15:00,149,0,2
AF1052,2026-05-26 16:00:00,180,5,2
UA1053,2026-05-26 16:15:00,199,10,2
EK1054,2026-05-26 17:45:00,290,0,3
EK1055,2026-05-26 17:15:00,270,15,3
BA1056,2026-05-26 17:15:00,285,0,3
FR1057,2026-05-26 18:00:00,292,20,3
AF1058,2026-05-26 18:30:00,292,0,3
AA1059,2026-05-26 18:45:00,228,0,2
TK1060,2026-05-26 19:45:00,245,0,3
BA1061,2026-05-26 19:45:00,231,15,2
DL1062,2026-05-26 20:30:00,168,10,2
TK1063,2026-05-26 20:30:00,138,15,2
LH1064,2026-05-26 21:00:00,141,10,2
AA1065,2026-05-26 21:45:00,107,30,2
DL1066,2026-05-26 22:00:00,126,20,2
FR1067,2026-05-27 05:15:00,104,0,2
EK1068,2026-05-27 05:15:00,125,0,2
LH1069,2026-05-27 06:15:00,157,0,2
EK1070,2026-05-27 06:30:00,226,0,2
EK1071,2026-05-27 06:45:00,138,0,2
TK1072,2026-05-27 07:00:00,198,0,2
LH1073,2026-05-27 07:45:00,241,0,3
UA1074,2026-05-27 07:00:00,210,15,2
EK1075,2026-05-27 07:45:00,235,45,2
BA1076,2026-05-27 08:30:00,253,10,3
EK1077,2026-05-27 08:45:00,267,0,3
TK1078,2026-05-27 08:30:00,137,0,2
FR1079,2026-05-27 09:00:00,141,45,2
UA1080,2026-05-27 09:00:00,143,0,2
UA1081,2026-05-27 10:00:00,106,0,2
FR1082,2026-05-27 10:30:00,123,0,2
AA1083,2026-05-27 11:30:00,108,0,2
BA1084,2026-05-27 11:45:00,135,0,2
AF1085,2026-05-27 12:15:00,142,0,2
UA1086,2026-05-27 12:30:00,146,0,2
QR1087,2026-05-27 13:45:00,128,0,2
AA1088,2026-05-27 13:45:00,115,0,2
QR1089,2026-05-27 14:00:00,138,0,2
LH1090,2026-05-27 14:45:00,148,0,2
AF1091,2026-05-27 15:45:00,164,0,2
DL1092,2026-05-27 15:30:00,160,0,2
AF1093,2026-05-27 16:45:00,188,0,2
EK1094,2026-05-27 16:45:00,203,30,2
DL1095,2026-05-27 17:15:00,233,0,2
AA1096,2026-05-27 17:15:00,233,0,2
LH1097,2026-05-27 17:30:00,307,5,3
BA1098,2026-05-27 18:00:00,254,0,3
LH1099,2026-05-27 18:15:00,271,0,3
AA1100,2026-05-27 18:00:00,261,0,3
LH1101,2026-05-27 19:45:00,216,0,2
EK1102,2026-05-27 19:00:00,201,0,2
TK1103,2026-05-27 20:15:00,157,20,2
TK1104,2026-05-27 20:15:00,158,20,2
TK1105,2026-05-27 21:00:00,133,5,2
TK1106,2026-05-27 21:15:00,126,0,2
UA1107,2026-05-27 22:00:00,116,0,2
TK1108,2026-05-28 05:00:00,126,5,2
QR1109,2026-05-28 05:00:00,140,0,2
TK1110,2026-05-28 06:45:00,200,0,2
LH1111,2026-05-28 06:45:00,189,0,2
DL1112,2026-05-28 06:00:00,198,0,2
AA1113,2026-05-28 07:30:00,236,0,2
EK1114,2026-05-28 07:00:00,247,0,3
EK1115,2026-05-28 07:30:00,234,0,2
AA1116,2026-05-28 07:15:00,290,5,3
BA1117,2026-05-28 08:00:00,294,0,3
UA1118,2026-05-28 08:45:00,327,0,4
AF1119,2026-05-28 08:15:00,154,10,2
EK1120,2026-05-28 09:45:00,173,0,2
EK1121,2026-05-28 09:00:00,142,0,2
AF1122,2026-05-28 10:30:00,135,0,2
AF1123,2026-05-28 10:30:00,108,0,2
AF1124,2026-05-28 11:30:00,144,0,2
LH1125,2026-05-28 11:15:00,151,0,2
TK1126,2026-05-28 12:15:00,170,5,2
DL1127,2026-05-28 12:45:00,177,0,2
AA1128,2026-05-28 13:15:00,131,0,2
EK1129,2026-05-28 13:15:00,138,10,2
QR1130,2026-05-28 14:45:00,163,20,2
EK1131,2026-05-28 14:30:00,148,0,2
UA1132,2026-05-28 15:30:00,205,0,2
FR1133,2026-05-28 15:30:00,161,0,2
FR1134,2026-05-28 16:00:00,225,5,2
FR1135,2026-05-28 16:30:00,224,10,2
QR1136,2026-05-28 17:30:00,251,0,3
TK1137,2026-05-28 17:00:00,249,5,3
LH1138,2026-05-28 17:30:00,296,5,3
AF1139,2026-05-28 18:30:00,310,0,3
BA1140,2026-05-28 18:00:00,320,20,4
BA1141,2026-05-28 18:00:00,310,10,3
FR1142,2026-05-28 19:15:00,248,0,3
QR1143,2026-05-28 19:15:00,196,5,2
AF1144,2026-05-28 20:00:00,194,0,2
TK1145,2026-05-28 20:00:00,146,0,2
DL1146,2026-05-28 21:45:00,153,0,2
EK1147,2026-05-28 21:15:00,130,0,2
EK1148,2026-05-28 22:15:00,122,20,2
FR1149,2026-05-29 05:30:00,133,5,2
AF1150,2026-05-29 05:00:00,146,0,2
UA1151,2026-05-29 06:00:00,220,15,2
TK1152,2026-05-29 06:00:00,279,0,3
AF1153,2026-05-29 06:15:00,234,5,2
FR1154,2026-05-29 07:45:00,329,0,4
LH1155,2026-05-29 07:00:00,309,0,3
EK1156,2026-05-29 07:00:00,329,0,4
FR1157,2026-05-29 07:00:00,372,0,4
AF1158,2026-05-29 08:15:00,429,5,5
AA1159,2026-05-29 08:15:00,389,5,4
AF1160,2026-05-29 08:00:00,219,0,2
DL1161,2026-05-29 09:00:00,183,15,2
AF1162,2026-05-29 09:15:00,162,0,2
BA1163,2026-05-29 10:00:00,150,0,2
AF1164,2026-05-29 10:45:00,162,0,2
FR1165,2026-05-29 11:15:00,177,0,2
AF1166,2026-05-29 11:30:00,160,0,2
AA1167,2026-05-29 12:30:00,201,30,2
TK1168,2026-05-29 12:00:00,197,0,2
DL1169,2026-05-29 13:30:00,186,20,2
DL1170,2026-05-29 13:00:00,181,0,2
EK1171,2026-05-29 14:45:00,230,0,2
UA1172,2026-05-29 14:00:00,194,15,2
AF1173,2026-05-29 15:00:00,212,5,2
LH1174,2026-05-29 15:15:00,212,0,2
LH1175,2026-05-29 16:45:00,226,10,2
UA1176,2026-05-29 16:00:00,219,0,2
QR1177,2026-05-29 17:30:00,305,0,3
EK1178,2026-05-29 17:30:00,296,15,3
QR1179,2026-05-29 17:45:00,418,0,5
UA1180,2026-05-29 18:45:00,384,5,4
UA1181,2026-05-29 18:15:00,379,0,4
AF1182,2026-05-29 18:30:00,375,0,4
LH1183,2026-05-29 19:45:00,331,0,4
UA1184,2026-05-29 19:00:00,296,0,3
BA1185,2026-05-29 20:30:00,226,0,2
DL1186,2026-05-29 20:15:00,208,0,2
LH1187,2026-05-29 21:15:00,153,30,2
BA1188,2026-05-29 21:30:00,151,5,2
AF1189,2026-05-29 22:45:00,151,10,2
FR1190,2026-05-30 05:00:00,151,5,2
AA1191,2026-05-30 05:30:00,209,0,2
TK1192,2026-05-30 06:15:00,230,20,2
LH1193,2026-05-30 06:15:00,296,0,3
UA1194,2026-05-30 06:45:00,263,5,3
FR1195,2026-05-30 07:00:00,318,0,3
TK1196,2026-05-30 07:15:00,388,0,4
LH1197,2026-05-30 07:30:00,288,0,3
BA1198,2026-05-30 07:45:00,350,0,4
AA1199,2026-05-30 08:00:00,471,0,5
QR1200,2026-05-30 08:45:00,352,0,4
AA1201,2026-05-30 08:15:00,263,0,3
FR1202,2026-05-30 09:30:00,201,0,2
FR1203,2026-05-30 09:45:00,166,5,2
AF1204,2026-05-30 10:45:00,162,0,2
